time_utc,P_consumption_W,Q_raw_var,S_sum_VA,PF_magnitude,Q_abs_over_P_abs
2024-05-18 04:56:09.136000+00:00,36711.3992,12285.7615,38727.96,0.9479301052779439,0.33465794733315424
2024-05-18 05:06:09.128000+00:00,36742.1467,12386.5544,38789.013000000006,0.9472307712495802,0.3371211405021145
2024-05-18 05:16:10.116000+00:00,36778.216,12510.959700000001,38862.7225,0.9463623141688027,0.3401730986625344
2024-05-18 05:26:10.086000+00:00,36704.1265,12281.8938,38719.939,0.9479386447380509,0.3346188827024667
2024-05-18 05:36:10.073000+00:00,36803.1067,12328.6917,38828.504,0.9478373593790788,0.3349905158957681
2024-05-18 05:46:10.089000+00:00,36923.814,12344.872299999999,38948.109,0.9480258463896155,0.3343336173234975
2024-05-18 05:56:10.064000+00:00,36883.235400000005,12421.7433,38934.10799999999,0.9473245258373458,0.33678561995133427
2024-05-18 06:06:10.056000+00:00,36647.577399999995,12248.7588,38654.943,0.9480696272142994,0.33423106434315086
2024-05-18 06:16:11.047000+00:00,36492.341,12014.2072,38434.81,0.9494606842078835,0.3292254448680067
2024-05-18 06:26:11.042000+00:00,36518.702699999994,11953.7739,38440.212,0.9500130410310951,0.327332928505152
