day,case,slot,aidc_id,rack_id,h_REC_nodeh,derivation
2025-04-04,B0,3,AIDC12,AIDC12_LP04,0.421955997890702,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC01,AIDC01_LP01,0.46234248149532686,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC01,AIDC01_LP02,0.48713407681455034,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC01,AIDC01_LP03,0.5488768635820843,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC01,AIDC01_LP04,0.7249450125390384,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC02,AIDC02_LP01,0.8219421893250255,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC02,AIDC02_LP02,0.8660161365592006,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC02,AIDC02_LP03,0.9757810908125942,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC02,AIDC02_LP04,1.2887911334027353,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC03,AIDC03_LP01,0.8476278827414327,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC03,AIDC03_LP02,0.8930791408266757,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC03,AIDC03_LP03,1.0062742499004877,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC03,AIDC03_LP04,1.3290658563215707,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC04,AIDC04_LP01,0.3724425545379022,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC04,AIDC04_LP02,0.3924135618783878,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC04,AIDC04_LP03,0.4421508067744568,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC04,AIDC04_LP04,0.5839834823231145,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC05,AIDC05_LP01,0.5779281018691587,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC05,AIDC05_LP02,0.608917596018188,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC05,AIDC05_LP03,0.6860960794776054,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC05,AIDC05_LP04,0.9061812656737982,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC06,AIDC06_LP01,0.7448851090758044,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC06,AIDC06_LP02,0.7848271237567755,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC06,AIDC06_LP03,0.8843016135489136,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC06,AIDC06_LP04,1.167966964646229,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC07,AIDC07_LP01,0.23117124074766343,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC07,AIDC07_LP02,0.24356703840727517,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC07,AIDC07_LP03,0.27443843179104216,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC07,AIDC07_LP04,0.3624725062695192,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC08,AIDC08_LP01,0.6806708755347868,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC08,AIDC08_LP02,0.7171696130880881,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC08,AIDC08_LP03,0.8080687158291796,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC08,AIDC08_LP04,1.0672801573491402,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC09,AIDC09_LP01,1.5282987582762193,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC09,AIDC09_LP02,1.6102487539147636,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC09,AIDC09_LP03,1.8143429657296675,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC09,AIDC09_LP04,2.39634601367071,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC10,AIDC10_LP01,0.19264270062305291,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC10,AIDC10_LP02,0.20297253200606263,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC10,AIDC10_LP03,0.2286986931592018,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC10,AIDC10_LP04,0.30206042189126603,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC11,AIDC11_LP01,0.12842846708203526,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC11,AIDC11_LP02,0.1353150213373751,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC11,AIDC11_LP03,0.15246579543946787,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC11,AIDC11_LP04,0.20137361459417735,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC12,AIDC12_LP01,0.269699780872274,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC12,AIDC12_LP02,0.28416154480848765,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC12,AIDC12_LP03,0.3201781704228825,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,4,AIDC12,AIDC12_LP04,0.42288459064777245,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,5,AIDC01,AIDC01_LP01,0.40120280576558065,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,5,AIDC01,AIDC01_LP02,0.4227159870101592,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,5,AIDC01,AIDC01_LP03,0.47629397362909154,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,5,AIDC01,AIDC01_LP04,0.6290790587007001,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,5,AIDC02,AIDC02_LP01,0.713249432472143,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,5,AIDC02,AIDC02_LP02,0.7514950880180609,physical_capacity_minus_x_DA_allocation
