day,metric,D10_B1_minus_B0,D20_B2_minus_B0,D31_B3_minus_B1,D32_B3_minus_B2,D30_B3_minus_B0,left_residual_D10_plus_D31_minus_D30,right_residual_D20_plus_D32_minus_D30,max_abs_residual,tolerance,status,authority
2025-04-17,fresh_losses_kWh,0.12029347475368013,231.33258544300963,208.34099227684976,-22.871299691406193,208.46128575160344,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-18,planning_objective,-2.6745479719814114e-08,-0.06313323635847223,-0.047950934566410086,0.015182275046582427,-0.047950961311889806,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-18,planning_rho,-2.6745479719814114e-08,-0.0631332363583591,-0.04795093456624666,0.01518227504663272,-0.04795096131172638,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-18,fresh_rho_AC,1.7040819062508206e-06,0.0036596506209441992,-0.026858066859336782,-0.03051601339837473,-0.02685636277743053,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-18,fresh_losses_kWh,0.03726269064304688,213.08331160232456,192.30029684758506,-20.74575206409645,192.3375595382281,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-19,planning_objective,-6.207135667568586e-06,-0.07427346164728804,-0.07571807684250581,-0.0014508223308853374,-0.07572428397817338,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-19,planning_rho,-6.207135667568586e-06,-0.07427346164713022,-0.075718076842335,-0.0014508223308723478,-0.07572428397800257,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-19,fresh_rho_AC,-6.223056733034582e-06,0.05156669416274984,0.0013033501579325923,-0.05026956706155028,0.0012971271011995578,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-19,fresh_losses_kWh,0.027510912032198576,172.33419814708282,167.62783787603655,-4.678849359014066,167.65534878806875,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-20,planning_objective,-9.221974124573595e-05,-0.0552253721179401,-0.043116885981668907,0.012016266395025454,-0.04320910572291464,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-20,planning_rho,-9.221974124573595e-05,-0.05522537211773887,-0.04311688598148389,0.012016266395009245,-0.043209105722729624,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-20,fresh_rho_AC,-9.248877993506266e-05,-0.015638175139697286,-0.0068346022142251606,0.008711084145537062,-0.006927090994160223,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-20,fresh_losses_kWh,-0.0027152223860866798,147.39122958313112,153.24072765876292,5.846782853245713,153.23801243637683,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
